seed,buyer_id,buyer_class,n_purchases,total_spent,budget_remaining
0,43,Poor,1,2.3152500000000003,0.12517253581862464
0,44,Poor,1,2.3152500000000003,0.4680976596555575
0,45,Poor,1,1.8952499999999999,0.7493516361212924
0,46,Poor,0,0.0,2.7675925008572135
0,47,Poor,1,2.3152500000000003,1.0468729311231484
0,48,Poor,1,2.09475,0.7586112272938972
0,49,Poor,1,1.8952499999999999,1.0205616481038664
0,50,Poor,0,0.0,2.8770059373262846
0,51,Poor,1,2.3152500000000003,0.5167140032881594
0,52,Poor,0,0.0,2.686826348486744
0,53,Poor,0,0.0,3.048976923401588
0,54,Poor,1,2.09475,1.3823689039498657
0,55,Poor,0,0.0,3.087056009279757
0,56,Poor,1,2.09475,0.5747594624370271
0,57,Poor,1,2.09475,1.1947032647191524
0,58,Poor,1,2.3152500000000003,0.8002044072933385
0,59,Poor,1,1.8952499999999999,1.2397617804637941
0,60,Poor,1,2.3152500000000003,1.463826923370882
0,61,Poor,1,2.3152500000000003,0.6623787618913419
0,62,Poor,0,0.0,3.695628869684469
0,63,Poor,0,0.0,2.609498604511467
0,64,Poor,1,1.8952499999999999,1.4674152189762824
0,65,Poor,1,1.8952499999999999,1.3985696637690994
0,66,Poor,0,0.0,2.9247780159935703
0,67,Poor,1,2.3152500000000003,0.5302211927029794
0,68,Poor,0,0.0,3.2444064922299356
0,69,Poor,0,0.0,2.801193586861744
0,70,Middle,2,4.41,2.6888969846492796
0,71,Middle,0,0.0,6.272125540401833
0,72,Middle,0,0.0,6.621606429908594
0,73,Middle,1,5.68575,0.9644279555686746
0,74,Middle,1,2.3152500000000003,4.347776645516861
