seed,participation_rate,avg_purchases_per_buyer,total_revenue,total_inventory_remaining,n_blocked_by_utility,n_blocked_by_budget,n_blocked_by_inventory,n_not_noticed,promotion_active,promotion_seller_id,promotion_seller_class,promotion_discount,visibility_rate_seller_0,visibility_rate_seller_1,visibility_rate_seller_2,visibility_rate_seller_3,visibility_rate_seller_4,Poor_participation_rate,Poor_to_Slow_share,Poor_to_Shigh_share,Poor_blocked_by_budget_at_Slow,Poor_blocked_by_budget_at_Shigh,Middle_participation_rate,Middle_to_Slow_share,Middle_to_Shigh_share,Middle_blocked_by_budget_at_Slow,Middle_blocked_by_budget_at_Shigh,Rich_participation_rate,Rich_to_Slow_share,Rich_to_Shigh_share,Rich_blocked_by_budget_at_Slow,Rich_blocked_by_budget_at_Shigh
10,0.8,0.99,230.39999999999998,431,110,208,0,83,True,0,Slow,0.3,0.95,0.99,0.66,0.9,0.67,0.7571428571428571,1.0,0.0,66,106,0.9,0.7692307692307693,0.23076923076923078,10,18,0.9,0.6842105263157895,0.3157894736842105,3,5
11,0.73,0.83,197.4,447,148,173,0,96,True,3,Shigh,0.3,0.96,0.94,0.63,0.91,0.6,0.6857142857142857,1.0,0.0,48,109,0.85,0.7083333333333334,0.2916666666666667,3,11,0.8,0.6363636363636364,0.36363636363636365,0,2
12,0.76,0.91,205.2,439,133,188,0,88,True,0,Slow,0.3,0.93,0.91,0.68,0.9,0.7,0.7714285714285715,1.0,0.0,51,117,0.7,0.7,0.3,8,11,0.8,0.7142857142857143,0.2857142857142857,1,0
13,0.72,0.84,196.0,446,144,193,0,79,False,-1,none,0.3,0.98,0.94,0.69,0.93,0.67,0.7285714285714285,1.0,0.0,52,110,0.6,0.7857142857142857,0.21428571428571427,6,19,0.9,0.7894736842105263,0.21052631578947367,2,4
14,0.75,0.91,226.0,439,129,187,0,93,False,-1,none,0.3,0.95,0.97,0.66,0.86,0.63,0.6857142857142857,1.0,0.0,48,103,0.95,0.7857142857142857,0.21428571428571427,13,20,0.8,0.6666666666666666,0.3333333333333333,1,2
15,0.73,0.85,202.0,445,141,186,0,88,False,-1,none,0.3,0.96,0.95,0.63,0.92,0.66,0.6285714285714286,1.0,0.0,46,110,0.95,0.875,0.125,9,18,1.0,0.7058823529411765,0.29411764705882354,0,3
16,0.7,0.88,212.0,442,129,195,0,88,False,-1,none,0.3,0.95,0.94,0.6,0.95,0.68,0.6428571428571429,1.0,0.0,49,113,0.75,0.8333333333333334,0.16666666666666666,8,20,1.0,0.7368421052631579,0.2631578947368421,2,3
17,0.79,0.91,234.0,439,123,198,0,88,False,-1,none,0.3,0.93,0.98,0.58,0.93,0.7,0.7428571428571429,1.0,0.0,46,116,0.9,0.6818181818181818,0.3181818181818182,14,14,0.9,0.6470588235294118,0.35294117647058826,3,5
18,0.69,0.8,192.0,450,125,191,0,104,False,-1,none,0.3,0.94,0.94,0.6,0.83,0.65,0.6428571428571429,1.0,0.0,60,105,0.75,0.8,0.2,7,17,0.9,0.7333333333333333,0.26666666666666666,0,2
19,0.76,0.89,210.0,441,127,195,0,89,False,-1,none,0.3,0.97,0.96,0.61,0.89,0.68,0.6857142857142857,1.0,0.0,51,112,0.9,0.8636363636363636,0.13636363636363635,8,18,1.0,0.7368421052631579,0.2631578947368421,3,3
20,0.74,0.9,244.0,440,129,194,0,87,False,-1,none,0.3,0.94,0.95,0.68,0.9,0.66,0.6571428571428571,1.0,0.0,51,101,0.9,0.6956521739130435,0.30434782608695654,12,18,1.0,0.5714285714285714,0.42857142857142855,5,7
21,0.76,0.92,236.0,438,130,203,0,75,False,-1,none,0.3,0.96,0.96,0.75,0.91,0.67,0.7285714285714285,1.0,0.0,64,105,0.8,0.6956521739130435,0.30434782608695654,10,17,0.9,0.6666666666666666,0.3333333333333333,2,5
22,0.74,0.91,234.0,439,125,193,0,91,False,-1,none,0.3,0.94,0.92,0.65,0.96,0.62,0.7142857142857143,1.0,0.0,56,108,0.8,0.7083333333333334,0.2916666666666667,8,15,0.8,0.6470588235294118,0.35294117647058826,3,3
23,0.8,0.98,236.0,432,121,191,0,90,False,-1,none,0.3,0.97,0.98,0.65,0.92,0.58,0.7714285714285715,1.0,0.0,61,107,0.8,0.8148148148148148,0.18518518518518517,7,12,1.0,0.7058823529411765,0.29411764705882354,1,3
24,0.75,0.88,228.0,442,124,200,0,88,False,-1,none,0.3,0.95,0.97,0.6,0.89,0.71,0.7,1.0,0.0,56,111,0.85,0.6818181818181818,0.3181818181818182,12,14,0.9,0.6470588235294118,0.35294117647058826,2,5
25,0.75,0.86,200.0,444,135,185,0,94,False,-1,none,0.3,0.97,0.88,0.62,0.91,0.68,0.7,1.0,0.0,47,113,0.8,0.8260869565217391,0.17391304347826086,5,15,1.0,0.7857142857142857,0.21428571428571427,2,3
26,0.75,0.99,212.99999999999997,431,131,185,0,85,True,0,Slow,0.3,0.98,0.95,0.62,0.9,0.7,0.6857142857142857,1.0,0.0,44,117,0.85,0.8709677419354839,0.12903225806451613,3,14,1.0,0.75,0.25,2,5
27,0.76,0.92,220.0,438,117,207,0,84,False,-1,none,0.3,0.94,0.94,0.68,0.95,0.65,0.6714285714285714,1.0,0.0,59,114,0.95,0.76,0.24,12,15,1.0,0.85,0.15,0,7
28,0.76,0.94,224.0,436,117,192,0,97,False,-1,none,0.3,0.93,0.94,0.62,0.9,0.64,0.7285714285714285,1.0,0.0,57,110,0.8,0.8,0.2,9,12,0.9,0.7647058823529411,0.23529411764705882,0,4
29,0.75,0.85,218.0,445,131,192,0,92,False,-1,none,0.3,0.97,0.92,0.64,0.95,0.6,0.6714285714285714,1.0,0.0,55,111,0.9,0.7619047619047619,0.23809523809523808,7,14,1.0,0.5882352941176471,0.4117647058823529,2,3
